target_chembl_id,pref_name,family,organism,target_type
CHEMBL4105857,Actin-related protein 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3255,Activating transcription factor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3309113,Activator of 90 kDa heat shock protein ATPase homolog 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4483,Activator of S phase kinase DBF4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5903,Activin receptor type-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5310,Activin receptor type-1B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5642,Activin receptor type-1C,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5616,Activin receptor type-2A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5466,Activin receptor type-2B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2265,Acyl coenzyme A:cholesterol acyltransferase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2782,Acyl coenzyme A:cholesterol acyltransferase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4465,Acyl coenzyme A:cholesterol acyltransferase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105816,Acyl-CoA dehydrogenase family member 10,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105707,Acyl-CoA dehydrogenase family member 11,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5555,Acyl-CoA desaturase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2375205,Acyl-CoA wax alcohol acyltransferase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2375204,Acyl-CoA wax alcohol acyltransferase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4494,Acyl-CoA:dihydroxyacetonephosphateacyltransferase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2189136,Acyl-coenzyme A thioesterase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295957,Acyl-coenzyme A thioesterase 13,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2189135,"Acyl-coenzyme A thioesterase 2, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295987,"Acyl-coenzyme A thioesterase 9, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1681631,Acyl-protein thioesterase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4680048,Acyl-protein thioesterase 1/2,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1932891,Acyl-protein thioesterase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1741174,Acylamino-acid-releasing enzyme,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2417354,"Acylglycerol kinase, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523346,"Acylpyruvase FAHD1, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3830,Adaptor-associated kinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105819,Adenine phosphoribosyltransferase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3233,Adenomatous polyposis coli protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885511,Adenomatous polyposis coli protein/Transcription factor 7-like 2,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL2364178,Adenosine,Unknown,Homo sapiens,SMALL MOLECULE
CHEMBL226,Adenosine A1 receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2094257,Adenosine A2 receptor,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL251,Adenosine A2a receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL255,Adenosine A2b receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL256,Adenosine A3 receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1910,Adenosine deaminase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1795150,Adenosine deaminase-like protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3589,Adenosine kinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2111329,Adenosine receptor,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3885512,Adenosine receptor A1/Alpha-2A adrenergic receptor,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2096679,Adenosine receptors; A1 & A2,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2096982,Adenosine receptors; A1 & A2a,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2096908,Adenosine receptors; A1 & A2b,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2095195,Adenosine receptors; A1 & A3,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL4296621,Adenosine receptors; A2a & A2b,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2095213,Adenosine receptors; A2a & A3,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2095234,Adenosine receptors; A2b & A3,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2664,Adenosylhomocysteinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3751646,Adenosylhomocysteinase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2097167,Adenylate cyclase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL5854,Adenylate cyclase type 10,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3760,Adenylate cyclase type II,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3164,Adenylate cyclase type III,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2655,Adenylate cyclase type IX,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3189,Adenylate cyclase type V,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2960,Adenylate cyclase type VIII,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4925,Adenylate kinase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4938,Adenylate kinase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4926,Adenylate kinase 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4875,Adenylosuccinate synthetase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295684,Adenylyltransferase and sulfurtransferase MOCS3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523885,Adhesion G protein-coupled receptor A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523909,Adhesion G protein-coupled receptor A2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523887,Adhesion G protein-coupled receptor A3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523865,Adhesion G protein-coupled receptor E5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523889,Adhesion G protein-coupled receptor F4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523888,Adhesion G protein-coupled receptor F5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3559707,Adhesion G protein-coupled receptor G3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523920,Adhesion G protein-coupled receptor L4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523877,Adhesion G-protein coupled receptor D1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523880,Adhesion G-protein coupled receptor D2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523872,Adhesion G-protein coupled receptor F1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523892,Adhesion G-protein coupled receptor F2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523891,Adhesion G-protein coupled receptor F3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523929,Adhesion G-protein coupled receptor G1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523893,Adhesion G-protein coupled receptor G2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523890,Adhesion G-protein coupled receptor G5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523884,Adhesion G-protein coupled receptor G6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3392946,Adiponectin receptor protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3392947,Adiponectin receptor protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2331074,Adrenergic receptor,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2095203,Adrenergic receptor alpha,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2094251,Adrenergic receptor alpha-1,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2095158,Adrenergic receptor alpha-2,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2094118,Adrenergic receptor beta,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2096974,Adrenergic receptor beta; ADRB1 & ADRB2,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2097169,Adrenergic receptor beta; ADRB1 & ADRB3,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2096676,Adrenergic receptors; alpha-1 A & B,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL4356,Adrenomedullin receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2109232,Adrenomedullin receptor AM1; CALCRL/RAMP2,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2111191,"Adrenomedullin receptor, AM2; CALCRL/RAMP3",Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2176846,Advanced glycosylation end product-specific receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295648,Agrin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5929,Alanine aminotransferase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5169121,Alanine--glyoxylate aminotransferase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3574,Alanyl-tRNA synthetase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2096668,Alcohol dehydrogenase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1970,Alcohol dehydrogenase alpha chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3284,Alcohol dehydrogenase beta chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2363044,Alcohol dehydrogenase class I,Unknown,Homo sapiens,PROTEIN COMPLEX GROUP
CHEMBL2990,Alcohol dehydrogenase class II,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4116,Alcohol dehydrogenase class III,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3867,Alcohol dehydrogenase class IV,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3285,Alcohol dehydrogenase gamma chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4947,"Alcohol dehydrogenase, iron containing 1",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2077,Alcohol sulfotransferase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1935,Aldehyde dehydrogenase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3542434,Aldehyde dehydrogenase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3577,Aldehyde dehydrogenase 1A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3579,Aldehyde dehydrogenase 1A3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2542,Aldehyde dehydrogenase 9A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4881,Aldehyde dehydrogenase X,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3578,Aldehyde dehydrogenase dimeric NADP-preferring,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295896,Aldehyde dehydrogenase family 16 member A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295779,Aldehyde dehydrogenase family 3 member A2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3257,Aldehyde oxidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2246,Aldehyde reductase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5983,Aldo-keto reductase family 1 member B10,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5905,Aldo-keto reductase family 1 member C1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5847,Aldo-keto reductase family 1 member C2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4999,Aldo-keto reductase family 1 member C4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4681,Aldo-keto-reductase family 1 member C3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1900,Aldose reductase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3351194,Alkaline ceramidase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2331067,Alkaline ceramidase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4458,Alkaline phosphatase placental type,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3402,Alkaline phosphatase placental-like,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5979,"Alkaline phosphatase, tissue-nonspecific isozyme",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295643,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630834,Alpha N-terminal protein methyltransferase 1B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2111467,Alpha adrenergic receptor (1a and 1d),Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL3298,Alpha enolase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3833502,Alpha glucosidase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3596077,"Alpha-(1,3)-fucosyltransferase 7",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3596087,"Alpha-(1,6)-fucosyltransferase",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2375207,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2321630,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1795131,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4285,Alpha-1-acid glycoprotein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5958,Alpha-1-acid glycoprotein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5960,Alpha-1-antichymotrypsin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL229,Alpha-1a adrenergic receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL232,Alpha-1b adrenergic receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL223,Alpha-1d adrenergic receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295694,Alpha-2-HS-glycoprotein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295690,Alpha-2-macroglobulin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1867,Alpha-2a adrenergic receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1942,Alpha-2b adrenergic receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1916,Alpha-2c adrenergic receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2271,Alpha-L-fucosidase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4176,Alpha-L-fucosidase I,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5169131,Alpha-L-iduronidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296283,Alpha-crystallin A chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3621022,Alpha-crystallin B chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712864,Alpha-fetoprotein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2524,Alpha-galactosidase A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3132,Alpha-galactosidase B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2816,Alpha-ketoglutarate dehydrogenase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2331065,Alpha-ketoglutarate-dependent dioxygenase FTO,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3112376,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4056,Alpha-mannosidase 2A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6152,Alpha-synuclein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3308919,Alpha-tocopherol transfer protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2189134,Alpha/beta hydrolase domain-containing protein 11,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2362992,Amidophosphoribosyltransferase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1628477,"Amiloride-sensitive cation channel 2, neuronal",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5368,Amiloride-sensitive cation channel 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1791,Amiloride-sensitive sodium channel alpha-subunit,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1628483,Amiloride-sensitive sodium channel subunit beta,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1628484,Amiloride-sensitive sodium channel subunit gamma,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2107836,"Amiloride-sensitive sodium channel, ENaC",Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4834389,"Amiloride-sensitive sodium channel, ENaC mRNA",Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL3437,"Amine oxidase, copper containing",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295810,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523285,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3873,Aminoacyl-tRNA synthetase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3831223,Aminopeptidase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3439,Aminopeptidase A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2432,Aminopeptidase B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1907,Aminopeptidase N,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3731,Amphiregulin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2111189,"Amylin receptor AMY1, CALCR/RAMP1",Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2364173,Amylin receptor AMY2; CALCR/RAMP2,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2111190,Amylin receptor AMY3; CALCR/RAMP3,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4295598,Amyloid beta-binding alcohol dehydrogenase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2487,Amyloid-beta A4 protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523341,Anamorsin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2243,Anandamide amidohydrolase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1871,Androgen Receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296118,Androgen receptor/Baculoviral IAP repeat-containing protein 2,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL4523653,Androgen receptor/PELP1,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL5829,Angiogenin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3392949,Angiomotin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4622825,Angiopoietin like 3 (ANGPTL3) mRNA,Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL3217395,Angiopoietin-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3580489,Angiopoietin-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523352,Angiopoietin-like protein 8,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3710485,Angiopoietin-related protein 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2094256,Angiotensin II receptor,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL4607,Angiotensin II type 2 (AT-2) receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1808,Angiotensin-converting enzyme,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2096989,Angiotensin-converting enzyme,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3736,Angiotensin-converting enzyme 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3596085,Angiotensinogen,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5547,Ankyrin repeat and protein kinase domain-containing protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1764938,Annexin A2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2111435,Annexin A2/S100-A10,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL2046267,Anoctamin-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105767,Anoctamin-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296326,Anthrax toxin receptor 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL612409,Anti-estrogen binding site (AEBS),Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4630661,Antibodies,Unknown,Homo sapiens,MACROMOLECULE
CHEMBL4523275,Antigen peptide transporter 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523654,Antigen peptide transporter 1/2,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL1649053,Antigen-presenting glycoprotein CD1d,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2163180,Antithrombin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4634874,Antithrombin mRNA,Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL1950,Antithrombin-III,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1628481,Apelin receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364185,Apo-B 100 mRNA,Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL5984,Apolipoprotein A-I,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4549,Apolipoprotein B-100,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523160,Apolipoprotein C-III,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4834388,Apolipoprotein C-III mRNA,Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL4495602,Apolipoprotein C-III mRNA 3'UTR,Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL4680021,Apolipoprotein L1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5318,Apoptosis regulator BAX,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885513,Apoptosis regulator BAX/Bcl-2,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL3885514,Apoptosis regulator BAX/Bcl-2-related protein A1,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL3885515,Apoptosis regulator BAX/Induced myeloid leukemia cell differentiation protein Mcl-1,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL4860,Apoptosis regulator Bcl-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885516,Apoptosis regulator Bcl-2/Bcl-2 homologous antagonist/killer,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL4677,Apoptosis regulator Bcl-W,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4625,Apoptosis regulator Bcl-X,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295688,"Apoptosis-inducing factor 1, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1795093,Apoptotic protease-activating factor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885517,Apoptotic protease-activating factor 1/Caspase-3/Caspase-9/Cytochrome c,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL1921664,Appetite-regulating hormone,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523362,Aprataxin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523210,Aquaporin-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523224,Aquaporin-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5964,Aquaporin-4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523244,Aquaporin-5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL614522,Ara-A,Unknown,Homo sapiens,CELL-LINE
CHEMBL3687,Arachidonate 12-lipoxygenase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2903,Arachidonate 15-lipoxygenase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2457,"Arachidonate 15-lipoxygenase, type II",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL215,Arachidonate 5-lipoxygenase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2146311,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1075097,Arginase-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1795148,"Arginase-2, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2824,Arginyl-tRNA synthetase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295950,Arsenite methyltransferase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3201,Aryl hydrocarbon receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5618,Aryl hydrocarbon receptor nuclear translocator,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885518,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL3509584,Arylacetamide deacetylase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5101,Arylamine N-acetyltransferase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2194,Arylamine N-acetyltransferase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2189124,Arylsulfatase G,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2084,Asialoglycoprotein receptor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364706,Asparagine,Unknown,Homo sapiens,SMALL MOLECULE
CHEMBL3120,Asparagine synthetase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2189139,"Aspartate aminotransferase, cytoplasmic",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4524033,"Aspartate aminotransferase, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2761,Aspartyl aminopeptidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4680030,Aspartyl/asparaginyl beta-hydroxylase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1795085,Ataxin-2,Unknown,Homo sapiens,SINGLE PROTEIN
